#Wave_number	#Intensity
1549.166016	3055.929932
1547.785156	3048.144531
1546.404297	3016.821045
1545.023438	3019.907959
1543.642578	3073.678711
1542.261719	3056.845703
1540.880859	2902.493896
1539.498047	2842.275879
1538.115234	2877.950439
1536.734375	2946.166504
1535.351563	2918.520996
1533.968750	2887.269043
1532.585938	2908.448975
1531.201172	2869.980469
1529.818359	2941.750977
1528.435547	2850.897217
1527.050781	2846.779297
1525.666016	2920.321289
1524.281250	2838.547607
1522.896484	2798.326416
1521.511719	2821.296143
1520.126953	2770.263428
1518.742188	2852.775391
1517.355469	2805.363281
1515.970703	2849.960205
1514.583984	2824.206543
1513.197266	2784.036865
1511.810547	2861.063965
1510.423828	2737.987061
1509.037109	2768.138428
1507.648438	2751.430908
1506.261719	2799.584229
1504.873047	2822.503418
1503.484375	2744.564209
1502.095703	2744.077148
1500.707031	2711.185791
1499.318359	2815.101074
1497.929688	2739.017578
1496.541016	2837.492676
1495.150391	2703.864746
1493.759766	2795.116455
1492.371094	2735.275146
1490.980469	2774.345947
1489.589844	2772.055664
1488.199219	2767.968750
1486.806641	2780.056885
1485.416016	2795.733887
1484.023438	2735.955322
1482.632813	2774.983887
1481.240234	2792.448730
1479.847656	2743.475342
1478.455078	2805.818115
1477.062500	2735.321289
1475.669922	2750.986084
1474.275391	2743.320557
1472.882813	2742.833008
1471.488281	2787.184570
1470.093750	2723.926025
1468.699219	2782.608154
1467.304688	2744.468994
1465.910156	2767.280762
1464.515625	2716.614014
1463.119141	2771.672119
1461.724609	2841.041016
1460.328125	2731.284424
1458.931641	2750.496338
1457.535156	2789.395508
1456.138672	2817.540283
1454.742188	2777.665039
1453.345703	2848.747559
1451.947266	2762.364258
1450.550781	2777.971924
1449.152344	2816.823730
1447.753906	2760.890381
1446.355469	2767.550293
1444.957031	2745.607910
1443.558594	2718.311523
1442.160156	2721.401611
1440.759766	2706.624756
1439.361328	2698.998047
1437.960938	2727.092285
1436.560547	2705.179688
1435.160156	2786.821045
1433.759766	2623.893311
1432.359375	2700.166016
1430.957031	2688.979248
1429.556641	2699.204346
1428.154297	2729.046387
1426.751953	2694.676514
1425.351563	2756.603516
1423.949219	2700.847412
1422.544922	2752.056641
1421.142578	2721.270508
1419.740234	2669.114014
1418.335938	2713.175049
1416.933594	2691.317871
1415.529297	2680.153320
1414.125000	2658.309570
1412.720703	2657.835693
1411.316406	2691.179932
1409.912109	2713.834473
1408.505859	2651.077148
1407.101563	2716.424805
1405.695313	2762.184570
1404.289063	2637.211426
1402.882813	2693.636475
1401.476563	2623.827393
1400.070313	2644.687500
1398.664063	2653.101074
1397.255859	2618.870361
1395.849609	2666.365723
1394.441406	2664.114014
1393.033203	2658.311523
1391.625000	2656.061768
1390.216797	2609.434570
1388.808594	2642.690430
1387.400391	2727.394531
1385.990234	2654.166504
1384.582031	2683.848389
1383.171875	2667.407471
1381.761719	2640.333008
1380.351563	2687.730225
1378.941406	2690.795654
1377.531250	2739.938965
1376.119141	2647.307861
1374.708984	2661.008301
1373.296875	2724.301025
1371.886719	2695.478271
1370.474609	2696.767578
1369.062500	2662.648682
1367.648438	2715.274902
1366.236328	2675.855469
1364.824219	2701.918945
1363.410156	2680.206787
1361.998047	2626.664063
1360.583984	2751.756836
1359.169922	2788.396484
1357.755859	2694.202148
1356.341797	2699.023193
1354.925781	2723.281982
1353.511719	2724.562012
1352.095703	2651.645020
1350.681641	2727.120605
1349.265625	2724.866943
1347.849609	2683.770020
1346.433594	2741.545898
1345.017578	2733.995605
1343.599609	2707.036133
1342.183594	2766.540771
1340.765625	2725.472656
1339.349609	2710.875244
1337.931641	2687.465576
1336.513672	2720.483887
1335.095703	2630.094482
1333.675781	2698.360840
1332.257813	2643.250732
1330.837891	2651.586914
1329.419922	2540.135742
1328.000000	2624.219727
1326.580078	2518.095703
1325.160156	2549.335449
1323.740234	2642.173584
1322.320313	2595.941650
1320.898438	2576.120850
1319.478516	2559.825684
1318.056641	2624.450684
1316.634766	2543.080566
1315.212891	2577.792725
1313.791016	2572.056885
1312.369141	2571.596191
1310.947266	2548.288818
1309.523438	2567.160645
1308.101563	2528.051025
1306.677734	2532.867432
1305.253906	2492.021484
1303.830078	2505.621826
1302.406250	2498.150635
1300.982422	2571.422852
1299.556641	2491.990479
1298.132813	2566.991943
1296.707031	2464.782715
1295.281250	2511.698242
1293.855469	2558.596924
1292.429688	2449.430420
1291.003906	2484.052002
1289.578125	2460.821045
1288.152344	2456.875000
1286.724609	2508.997070
1285.296875	2564.604004
1283.871094	2483.576660
1282.443359	2469.121826
1281.013672	2501.944824
1279.585938	2454.231934
1278.158203	2392.534180
1276.728516	2437.602051
1275.300781	2449.411865
1273.871094	2478.709717
1272.441406	2495.754395
1271.011719	2437.601318
1269.582031	2417.932129
1268.152344	2387.781982
1266.720703	2448.522705
1265.291016	2425.367188
1263.859375	2463.367188
1262.429688	2424.496094
1260.998047	2390.878418
1259.566406	2428.863770
1258.132813	2438.902588
1256.701172	2415.772949
1255.269531	2434.535889
1253.835938	2404.435791
1252.402344	2410.982178
1250.968750	2391.362061
1249.535156	2364.773438
1248.101563	2348.656006
1246.667969	2435.399170
1245.234375	2366.984863
1243.798828	2389.214111
1242.365234	2369.618652
1240.929688	2318.673096
1239.494141	2361.799805
1238.058594	2436.256592
1236.623047	2329.610596
1235.187500	2411.009277
1233.750000	2337.475342
1232.314453	2363.157471
1230.876953	2324.455566
1229.439453	2318.818848
1228.001953	2365.361084
1226.564453	2295.378662
1225.126953	2282.795410
1223.687500	2282.384766
1222.250000	2339.327637
1220.810547	2276.350586
1219.373047	2289.839600
1217.933594	2315.483398
1216.494141	2289.015625
1215.052734	2299.021973
1213.613281	2309.024902
1212.173828	2292.987061
1210.732422	2316.871094
1209.292969	2264.398682
1207.851563	2309.097412
1206.410156	2296.539795
1204.968750	2296.126221
1203.527344	2269.703857
1202.083984	2290.098389
1200.642578	2237.686768
1199.199219	2256.346680
1197.755859	2255.940186
1196.312500	2279.786865
1194.869141	2305.356689
1193.425781	2216.622803
1191.982422	2200.640625
1190.539063	2222.748291
1189.093750	2192.924072
1187.648438	2187.337402
1186.205078	2205.975098
1184.759766	2160.601074
1183.314453	2255.336914
1181.867188	2209.969971
1180.421875	2207.842529
1178.976563	2242.016846
1177.529297	2207.046387
1176.082031	2203.192383
1174.634766	2220.071777
1173.187500	2230.035645
1171.740234	2189.911133
1170.292969	2218.870605
1168.843750	2228.829102
1167.396484	2143.846680
1165.947266	2162.443848
1164.498047	2201.740234
1163.050781	2172.014648
1161.599609	2209.570068
1160.150391	2191.925537
1158.701172	2188.081299
1157.250000	2229.061035
1155.800781	2178.673340
1154.349609	2162.770020
1152.898438	2148.595459
1151.447266	2174.048096
1149.996094	2127.150879
1148.544922	2154.320068
1147.091797	2147.043945
1145.640625	2089.847900
1144.187500	2196.181641
1142.734375	2116.626465
1141.281250	2167.859619
1139.828125	2148.545654
1138.375000	2132.678467
1136.921875	2185.600342
1135.466797	2128.469238
1134.011719	2171.058838
1132.558594	2168.947754
1131.103516	2192.612549
1129.648438	2161.291504
1128.193359	2147.158936
1126.736328	2165.662354
1125.281250	2166.988037
1123.824219	2103.074707
1122.367188	2128.441650
1120.912109	2092.017090
1119.455078	2100.218018
1117.998047	2098.122559
1116.539063	2104.604004
1115.082031	2133.377197
1113.623047	2129.562012
1112.166016	2117.176514
1110.707031	2101.367432
1109.248047	2118.124268
1107.789063	2107.460693
1106.330078	2065.965576
1104.869141	2137.527588
1103.410156	2120.016113
1101.949219	2039.161743
1100.490234	2057.622803
1099.029297	2089.769287
1097.568359	2085.968506
1096.107422	2065.059814
1094.644531	2182.716797
1093.183594	2103.648438
1091.720703	2110.107422
1090.259766	2049.886963
1088.796875	2058.062500
1087.333984	2095.288818
1085.871094	2122.248779
1084.408203	2000.566162
1082.943359	2032.657959
1081.480469	1975.932007
1080.015625	2033.628906
1078.550781	1992.287842
1077.085938	2109.701416
1075.621094	2082.013916
1074.156250	2110.642822
1072.691406	2062.493652
1071.224609	2060.414063
1069.759766	2024.228638
1068.292969	2028.976685
1066.826172	2043.951172
1065.359375	2006.083618
1063.892578	2038.097534
1062.425781	2047.950684
1060.957031	2001.585327
1059.490234	2048.910889
1058.021484	2063.864990
1056.552734	2058.382813
1055.083984	2044.391479
1053.615234	2049.126465
1052.146484	2016.423706
1050.677734	2024.564331
1049.207031	2078.629150
1047.738281	2006.822510
1046.267578	2009.859009
1044.796875	1982.292969
1043.326172	2058.422852
1041.855469	2025.759277
1040.382813	2020.293945
1038.912109	2013.131714
1037.439453	2043.339844
1035.968750	2041.270508
1034.496094	1959.399658
1033.023438	1996.391235
1031.550781	1994.331299
1030.076172	2026.211914
1028.603516	2027.540527
1027.128906	2013.601074
1025.656250	2013.235229
1024.181641	1978.954102
1022.707031	1981.985474
1021.232422	1934.161133
1019.757813	2020.246338
1018.281250	1926.679932
1016.806641	2031.371460
1015.330078	1970.021362
1013.853516	2006.922485
1012.376953	1986.238037
1010.900391	1989.262817
1009.423828	1936.427979
1007.947266	1947.922363
1006.468750	1981.409424
1004.992188	2053.794678
1003.513672	2002.677612
1002.035156	1985.401855
1000.556641	1973.204834
